Entry	Cross-reference (Gramene)
B4FUN4	
B4FUN5	
B4FUN6	
B4FUN7	
B4FUN8	
B4FUN9	
B4FUP1	Zm00001d036839_T001;
B4FUP2	Zm00001d011275_T001;
B4FUP4	Zm00001d011585_T001;
B4FUP5	Zm00001d015509_T002;
B4FUP6	Zm00001d006345_T002;
B4FUP7	Zm00001d034506_T001;
B4FUP9	
B4FUQ0	
B4FUQ1	Zm00001d030601_T001;
B4FUQ2	
B4FUQ3	
B4FUQ4	
B4FUQ5	Zm00001d020571_T002;Zm00001d020571_T003;
B4FUQ8	Zm00001d021948_T001;
B4FUQ9	Zm00001d008407_T001;
B4FUR0	
B4FUR1	
B4FUR2	Zm00001d028651_T001;
B4FUR3	Zm00001d034484_T001;
B4FUR4	
B4FUR5	Zm00001d034867_T001;
B4FUR6	Zm00001d015378_T001;
B4FUR7	Zm00001d047456_T002;
B4FUR9	Zm00001d042719_T001;
B4FUS0	Zm00001d034809_T014;Zm00001d034809_T032;
B4FUS1	
B4FUS2	Zm00001d013086_T001;
B4FUS3	
B4FUS4	Zm00001d030253_T001;
B4FUS5	Zm00001d051203_T001;
B4FUS9	Zm00001d011687_T001;
B4FUT0	
B4FUT1	Zm00001d028348_T001;
B4FUT2	
B4FUT3	Zm00001d004401_T001;
B4FUT4	
B4FUT6	Zm00001d019194_T004;Zm00001d019194_T008;
B4FUT7	
B4FUT8	
B4FUT9	Zm00001d008706_T001;
B4FUU0	
B4FUU2	Zm00001d002384_T003;
B4FUU4	Zm00001d033892_T001;
B4FUU7	
B4FUU8	
B4FUU9	Zm00001d037751_T001;
B4FUV0	Zm00001d038647_T001;
B4FUV1	
B4FUV2	
B4FUV3	Zm00001d034050_T002;
B4FUV4	
B4FUV5	Zm00001d016132_T001;
B4FUV7	Zm00001d053568_T001;
B4FUV8	Zm00001d018801_T001;
B4FUV9	
B4FUW1	Zm00001d012932_T001;
B4FUW2	Zm00001d021511_T001;
B4FUW3	
B4FUW7	Zm00001d028981_T002;
B4FUW8	
B4FUW9	
B4FUX0	Zm00001d047340_T003;
B4FUX1	
B4FUX2	
B4FUX3	
B4FUX4	Zm00001d002071_T001;
B4FUX5	
B4FUX6	Zm00001d015061_T001;
B4FUX7	Zm00001d047876_T001;
B4FUX8	
B4FUX9	Zm00001d014894_T001;
B4FUY0	Zm00001d052620_T001;Zm00001d052620_T015;
B4FUY2	Zm00001d014995_T002;Zm00001d014995_T003;
B4FUY3	Zm00001d031589_T001;
B4FUY5	Zm00001d029887_T002;
B4FUY6	
B4FUY7	Zm00001d011730_T001;
B4FUY8	
B4FUY9	
B4FUZ0	Zm00001d021278_T001;
B4FUZ1	Zm00001d005071_T001;
B4FUZ2	
B4FUZ3	
B4FUZ4	
B4FUZ5	Zm00001d047581_T002;
B4FUZ6	Zm00001d032662_T001;
B4FUZ9	Zm00001d028240_T001;
B4FV00	Zm00001d053288_T001;
B4FV01	
B4FV02	
B4FV03	Zm00001d027539_T001;
B4FV04	
B4FV05	
B4FV06	Zm00001d003025_T001;
B4FV07	
B4FV08	Zm00001d046363_T001;
B4FV09	Zm00001d028505_T002;
B4FV10	
B4FV11	
B4FV12	Zm00001d038911_T001;
B4FV13	
B4FV16	
B4FV17	
B4FV18	
B4FV21	Zm00001d044594_T001;
B4FV23	
B4FV26	
B4FV27	
B4FV28	Zm00001d045778_T001;
B4FV29	Zm00001d017379_T001;
B4FV30	
B4FV31	Zm00001d016200_T001;Zm00001d016200_T005;
B4FV32	
B4FV35	
B4FV39	
B4FV40	
B4FV42	
B4FV43	
B4FV44	
B4FV45	Zm00001d002069_T001;
B4FV46	Zm00001d040803_T001;
B4FV48	Zm00001d008268_T001;Zm00001d008268_T002;
B4FV49	Zm00001d011088_T001;Zm00001d011088_T002;
B4FV50	
B4FV52	Zm00001d038003_T001;
B4FV53	
B4FV54	Zm00001d050347_T001;Zm00001d050347_T004;
B4FV55	
B4FV56	Zm00001d031152_T001;
B4FV58	
B4FV59	
B4FV60	
B4FV61	Zm00001d042985_T001;
B4FV62	Zm00001d003085_T001;
B4FV63	Zm00001d040242_T001;
B4FV64	Zm00001d012800_T002;
B4FV65	
B4FV66	
B4FV67	
B4FV68	
B4FV69	Zm00001d020693_T001;
B4FV70	Zm00001d013725_T001;
B4FV72	Zm00001d039414_T001;
B4FV74	
B4FV76	
B4FV78	Zm00001d049267_T001;
B4FV79	Zm00001d013290_T001;Zm00001d013290_T004;
B4FV80	Zm00001d010204_T001;
B4FV81	Zm00001d051267_T001;
B4FV82	
B4FV84	Zm00001d025549_T001;
B4FV85	
B4FV86	
B4FV87	Zm00001d035561_T001;
B4FV88	
B4FV89	Zm00001d035542_T001;Zm00001d035542_T002;
B4FV90	Zm00001d003495_T006;
B4FV91	Zm00001d031158_T001;
B4FV92	
B4FV93	Zm00001d023922_T001;Zm00001d023922_T004;
B4FV94	Zm00001d032197_T001;
B4FV95	Zm00001d027323_T001;
B4FV96	Zm00001d030762_T001;
B4FV97	
B4FV99	
B4FVA0	
B4FVA1	
B4FVA2	
B4FVA3	Zm00001d036496_T003;
B4FVA5	
B4FVA7	Zm00001d034351_T001;
B4FVA8	
B4FVB0	
B4FVB1	Zm00001d034761_T001;
B4FVB2	Zm00001d034856_T003;Zm00001d034856_T006;
B4FVB3	
B4FVB4	Zm00001d033684_T002;
B4FVB5	Zm00001d045483_T001;
B4FVB8	
B4FVB9	Zm00001d008256_T002;
B4FVC0	Zm00001d017606_T001;
B4FVC1	Zm00001d025750_T006;Zm00001d025750_T009;Zm00001d025750_T011;
B4FVC2	Zm00001d049902_T001;
B4FVC4	Zm00001d039664_T003;Zm00001d039664_T004;
B4FVC5	
B4FVC6	
B4FVC7	
B4FVC8	Zm00001d053687_T002;
B4FVD2	Zm00001d014809_T002;
B4FVD3	Zm00001d035975_T001;
B4FVD5	Zm00001d011504_T001;Zm00001d011504_T003;
B4FVD6	Zm00001d002105_T001;
B4FVD7	
B4FVD9	
B4FVE0	Zm00001d039530_T001;
B4FVE1	Zm00001d047441_T001;
B4FVE2	
B4FVE3	Zm00001d043727_T001;
B4FVE4	
B4FVE5	Zm00001d024294_T001;
B4FVE8	Zm00001d012168_T001;
B4FVE9	Zm00001d003212_T001;Zm00001d003212_T003;
B4FVF1	Zm00001d004437_T001;
B4FVF2	
B4FVF4	
B4FVF6	Zm00001d047110_T001;Zm00001d047110_T005;
B4FVF7	Zm00001d000230_T002;
B4FVF8	Zm00001d005164_T001;
B4FVF9	
B4FVG0	
B4FVG3	
B4FVG4	
B4FVG6	Zm00001d002422_T004;
B4FVG8	
B4FVG9	
B4FVH0	Zm00001d047737_T001;
B4FVH1	
B4FVH3	Zm00001d017505_T017;
B4FVH4	
B4FVH6	Zm00001d006195_T001;
B4FVH7	Zm00001d005563_T006;Zm00001d005563_T008;
B4FVH8	
B4FVH9	Zm00001d037163_T002;
B4FVI0	Zm00001d045836_T001;
B4FVI1	
B4FVI2	
B4FVI4	Zm00001d026578_T001;Zm00001d026578_T002;
B4FVI6	Zm00001d016347_T003;
B4FVI7	
B4FVI8	Zm00001d041575_T001;Zm00001d041575_T002;Zm00001d041575_T003;Zm00001d041575_T008;
B4FVI9	Zm00001d036023_T001;
B4FVJ0	Zm00001d007824_T001;
B4FVJ1	Zm00001d038562_T001;
B4FVJ2	Zm00001d023371_T001;
B4FVJ3	
B4FVJ4	
B4FVJ5	
B4FVJ6	
B4FVJ9	
B4FVK0	Zm00001d037538_T005;
B4FVK2	Zm00001d031290_T001;
B4FVK3	
B4FVK4	Zm00001d045465_T001;
B4FVK6	
B4FVK7	Zm00001d041854_T004;
B4FVK9	Zm00001d018702_T001;
B4FVL1	Zm00001d017117_T001;
B4FVL2	Zm00001d002828_T001;
B4FVL4	
B4FVL5	Zm00001d035066_T001;
B4FVL7	
B4FVL8	
B4FVL9	Zm00001d016105_T001;
B4FVM0	Zm00001d031155_T001;Zm00001d031157_T001;
B4FVM1	
B4FVM2	Zm00001d039669_T001;
B4FVM3	
B4FVM4	
B4FVM5	Zm00001d030048_T001;
B4FVM6	
B4FVM8	Zm00001d041884_T002;
B4FVM9	Zm00001d043694_T003;
B4FVN0	
B4FVN1	
B4FVN2	
B4FVN3	Zm00001d005798_T001;
B4FVN4	
B4FVN5	
B4FVN6	Zm00001d035157_T002;
B4FVN7	Zm00001d024268_T001;
B4FVN8	Zm00001d043414_T001;Zm00001d043414_T002;
B4FVP1	Zm00001d010615_T001;
B4FVP2	Zm00001d016782_T001;
B4FVP3	Zm00001d014134_T001;
B4FVP4	
B4FVP5	Zm00001d018738_T001;
B4FVP6	Zm00001d021515_T001;
B4FVP7	
B4FVP8	
B4FVP9	
B4FVQ0	Zm00001d043225_T001;
B4FVQ1	Zm00001d012326_T001;
B4FVQ2	Zm00001d015968_T005;
B4FVQ4	Zm00001d012196_T001;Zm00001d012196_T003;
B4FVQ5	
B4FVQ6	Zm00001d042365_T001;
B4FVQ7	Zm00001d052827_T001;
B4FVQ8	Zm00001d017777_T003;
B4FVQ9	Zm00001d027369_T001;
B4FVR0	Zm00001d049361_T001;Zm00001d049361_T002;Zm00001d049361_T003;Zm00001d049361_T004;Zm00001d049361_T005;
B4FVR1	Zm00001d004517_T006;
B4FVR2	Zm00001d042152_T005;
B4FVR4	Zm00001d001973_T001;
B4FVR6	
B4FVR7	Zm00001d038415_T001;
B4FVR8	Zm00001d021842_T001;
B4FVS0	Zm00001d043797_T001;
B4FVS1	
B4FVS2	Zm00001d006320_T001;Zm00001d006320_T004;
B4FVS3	
B4FVS4	
B4FVS5	
B4FVS6	Zm00001d043707_T001;Zm00001d043707_T002;Zm00001d043707_T003;
B4FVS8	Zm00001d001988_T004;
B4FVS9	Zm00001d038065_T003;
B4FVT0	
B4FVT1	Zm00001d037550_T001;
B4FVT3	
B4FVT4	Zm00001d014608_T001;Zm00001d014608_T002;
B4FVT5	Zm00001d048975_T001;
B4FVT6	
B4FVT7	
B4FVT8	Zm00001d020983_T001;
B4FVT9	Zm00001d009193_T001;
B4FVU0	
B4FVU1	Zm00001d009747_T001;
B4FVU2	Zm00001d012100_T023;Zm00001d012100_T028;Zm00001d012100_T030;Zm00001d012100_T034;Zm00001d012100_T040;Zm00001d012100_T047;
B4FVU4	
B4FVU6	Zm00001d033945_T008;
B4FVU7	
B4FVU8	
B4FVU9	Zm00001d026017_T001;
B4FVV0	Zm00001d051569_T001;
B4FVV1	Zm00001d027523_T001;
B4FVV2	
B4FVV3	
B4FVV5	Zm00001d047362_T003;
B4FVV6	
B4FVV7	
B4FVV8	
B4FVV9	
B4FVW0	
B4FVW1	
B4FVW2	
B4FVW4	
B4FVW5	
B4FVW7	
B4FVW8	
B4FVW9	
B4FVX0	
B4FVX1	
B4FVX2	
B4FVX3	
B4FVX5	
B4FVX7	Zm00001d015367_T001;
B4FVX8	Zm00001d039842_T001;
B4FVX9	
B4FVY1	
B4FVY2	Zm00001d038839_T001;Zm00001d038839_T002;
B4FVY4	
B4FVY5	
B4FVY6	
B4FVY9	
B4FVZ0	
B4FVZ1	
B4FVZ2	
B4FVZ3	
B4FVZ4	
B4FVZ5	
B4FVZ6	
B4FVZ7	Zm00001d014692_T001;
B4FVZ8	
B4FVZ9	
B4FW00	
B4FW01	
B4FW04	
B4FW05	
B4FW06	Zm00001d011816_T001;
B4FW07	Zm00001d038374_T002;Zm00001d038374_T003;Zm00001d038374_T004;Zm00001d038374_T008;
B4FW08	
B4FW09	
B4FW11	
B4FW12	
B4FW13	
B4FW14	
B4FW15	
B4FW16	
B4FW17	
B4FW18	Zm00001d028807_T001;Zm00001d047697_T001;Zm00001d047697_T002;
B4FW19	
B4FW20	
B4FW21	
B4FW23	Zm00001d005989_T001;
B4FW25	
B4FW26	Zm00001d022442_T001;Zm00001d022442_T002;
B4FW27	
B4FW28	Zm00001d017495_T001;
B4FW29	Zm00001d031163_T003;
B4FW30	Zm00001d001864_T005;
B4FW31	Zm00001d000302_T001;
B4FW32	Zm00001d011767_T003;
B4FW33	
B4FW34	Zm00001d025624_T001;
B4FW35	Zm00001d020673_T001;
B4FW37	
B4FW38	Zm00001d018297_T001;
B4FW40	Zm00001d016472_T003;
B4FW41	Zm00001d002260_T013;
B4FW42	
B4FW43	Zm00001d023445_T001;
B4FW44	
B4FW45	Zm00001d034033_T002;
B4FW46	
B4FW47	
B4FW48	Zm00001d005831_T007;Zm00001d005831_T008;Zm00001d005831_T009;Zm00001d005831_T010;
B4FW50	
B4FW52	Zm00001d044038_T001;
B4FW54	
B4FW55	Zm00001d048340_T003;
B4FW56	
B4FW57	
B4FW58	Zm00001d022449_T001;
B4FW60	
B4FW61	Zm00001d019515_T001;Zm00001d019515_T003;
B4FW62	
B4FW63	
B4FW64	Zm00001d014083_T001;
B4FW65	Zm00001d041186_T008;
B4FW66	
B4FW67	
B4FW68	Zm00001d051163_T001;Zm00001d051163_T002;
B4FW69	Zm00001d035876_T002;Zm00001d035876_T006;Zm00001d035876_T007;Zm00001d035876_T009;Zm00001d035876_T010;
B4FW70	
B4FW71	
B4FW72	Zm00001d018907_T001;Zm00001d018907_T003;
B4FW73	Zm00001d017144_T002;Zm00001d017144_T005;Zm00001d017144_T007;
B4FW74	
B4FW75	
B4FW76	Zm00001d053923_T005;
B4FW77	Zm00001d041464_T001;
B4FW78	
B4FW79	Zm00001d019413_T001;
B4FW80	
B4FW81	
B4FW82	Zm00001d005135_T001;
B4FW83	
B4FW84	Zm00001d017867_T001;
B4FW85	Zm00001d033244_T001;Zm00001d033244_T003;
B4FW86	
B4FW87	Zm00001d054088_T006;
B4FW89	
B4FW90	
B4FW91	
B4FW92	Zm00001d033615_T001;
B4FW94	
B4FW95	
B4FW96	Zm00001d036337_T007;Zm00001d036337_T009;
B4FW97	Zm00001d021740_T001;
B4FW98	Zm00001d036546_T007;
B4FW99	
B4FWA1	
B4FWA2	
B4FWA3	
B4FWA6	
B4FWA7	Zm00001d049362_T002;Zm00001d049362_T003;
B4FWA8	
B4FWA9	
B4FWB0	Zm00001d003112_T009;Zm00001d003112_T010;Zm00001d003112_T019;
B4FWB1	Zm00001d022465_T002;
B4FWB2	
B4FWB3	
B4FWB4	Zm00001d052518_T001;
B4FWB5	
B4FWB6	
B4FWB7	Zm00001d042276_T001;
B4FWB9	Zm00001d021180_T001;
B4FWC0	
B4FWC2	
B4FWC3	Zm00001d048796_T001;
B4FWC4	Zm00001d032875_T004;Zm00001d032875_T009;
B4FWC5	Zm00001d005920_T001;Zm00001d005920_T003;
B4FWC8	Zm00001d032923_T001;Zm00001d032923_T003;Zm00001d032923_T004;Zm00001d032923_T005;Zm00001d032923_T006;
B4FWD0	Zm00001d012607_T001;
B4FWD1	Zm00001d039300_T003;
B4FWD2	Zm00001d014901_T001;
B4FWD4	
B4FWD5	Zm00001d045574_T017;Zm00001d045574_T018;Zm00001d045574_T019;Zm00001d045574_T020;Zm00001d045574_T022;
B4FWD7	
B4FWD8	Zm00001d016909_T001;
B4FWE0	
B4FWE4	
B4FWE6	
B4FWE7	
B4FWE8	Zm00001d028569_T005;Zm00001d028569_T012;
B4FWE9	Zm00001d027801_T011;
B4FWF0	Zm00001d028822_T001;
B4FWF1	Zm00001d047178_T009;
B4FWF2	Zm00001d048086_T001;
B4FWF3	Zm00001d049083_T004;
B4FWF4	
B4FWF5	Zm00001d041730_T002;Zm00001d041730_T003;
B4FWF7	
B4FWF9	Zm00001d013862_T001;
B4FWG0	
B4FWG2	Zm00001d048422_T001;
B4FWG3	
B4FWG4	
B4FWG5	Zm00001d003851_T002;
B4FWG6	
B4FWG7	Zm00001d030053_T001;Zm00001d030053_T002;Zm00001d030053_T003;Zm00001d030053_T007;
B4FWG8	
B4FWG9	Zm00001d044588_T001;
B4FWH2	
B4FWH3	
B4FWH4	
B4FWH5	Zm00001d038181_T001;
B4FWH6	Zm00001d021291_T006;
B4FWH7	
B4FWH8	
B4FWH9	
B4FWI0	Zm00001d049619_T003;
B4FWI1	Zm00001d026612_T014;
B4FWI2	Zm00001d014255_T002;Zm00001d014255_T015;
B4FWI4	
B4FWI8	Zm00001d052488_T002;
B4FWJ0	Zm00001d039284_T002;
B4FWJ2	Zm00001d020726_T001;
B4FWJ3	Zm00001d008411_T001;Zm00001d008411_T006;
B4FWJ4	Zm00001d002192_T005;Zm00001d002193_T001;Zm00001d002193_T002;
B4FWJ6	Zm00001d047105_T001;Zm00001d047105_T004;
B4FWJ7	Zm00001d019040_T004;Zm00001d019040_T012;
B4FWJ8	Zm00001d054043_T003;Zm00001d054043_T007;
B4FWJ9	Zm00001d053162_T003;
B4FWK0	Zm00001d043955_T001;
B4FWK1	
B4FWK2	Zm00001d019125_T002;
B4FWK3	
B4FWK4	
B4FWK5	Zm00001d016463_T003;
B4FWK6	Zm00001d021781_T001;
B4FWK7	Zm00001d002956_T001;Zm00001d002956_T005;
B4FWK9	Zm00001d013163_T001;
B4FWL0	
B4FWL1	Zm00001d007234_T003;
B4FWL3	Zm00001d053883_T001;
B4FWL4	
B4FWL5	Zm00001d047059_T002;Zm00001d047059_T006;Zm00001d047059_T007;Zm00001d047059_T009;Zm00001d047059_T010;
B4FWL6	
B4FWL7	
B4FWL8	
B4FWL9	Zm00001d023934_T003;
B4FWM0	
B4FWM1	
B4FWM2	
B4FWM3	Zm00001d035044_T003;
B4FWM5	
B4FWM6	
B4FWM8	
B4FWN0	Zm00001d022071_T001;Zm00001d022071_T002;
B4FWN1	Zm00001d011845_T001;
B4FWN3	
B4FWN5	Zm00001d016765_T001;
B4FWN6	Zm00001d053397_T001;
B4FWN7	
B4FWN8	Zm00001d050811_T002;
B4FWP0	Zm00001d012103_T001;
B4FWP1	Zm00001d037352_T001;
B4FWP6	
B4FWP7	
B4FWP8	Zm00001d015965_T001;
B4FWP9	
B4FWQ0	
B4FWQ1	Zm00001d052237_T002;
B4FWQ3	
B4FWQ4	Zm00001d008642_T001;Zm00001d008642_T002;
B4FWQ5	
B4FWQ7	
B4FWQ8	Zm00001d052163_T001;
B4FWQ9	Zm00001d035568_T001;
B4FWR0	Zm00001d019268_T001;
B4FWR1	Zm00001d010630_T012;
B4FWR2	
B4FWR4	Zm00001d002348_T001;
B4FWR5	
B4FWR6	Zm00001d029750_T002;
B4FWR7	Zm00001d042308_T001;Zm00001d042308_T002;Zm00001d042308_T003;
B4FWR8	Zm00001d006399_T001;
B4FWR9	
B4FWS0	
B4FWS1	
B4FWS2	
B4FWS4	Zm00001d012492_T001;
B4FWS5	
B4FWS6	Zm00001d032036_T001;
B4FWS7	
B4FWS8	Zm00001d048190_T002;
B4FWS9	Zm00001d003575_T001;
B4FWT0	Zm00001d043196_T001;
B4FWT1	
B4FWT2	
B4FWT3	Zm00001d008285_T001;
B4FWT4	Zm00001d011118_T001;
B4FWT5	
B4FWT6	
B4FWT7	Zm00001d047802_T001;
B4FWT8	Zm00001d038204_T003;Zm00001d038204_T004;
B4FWT9	Zm00001d006920_T001;
B4FWU0	
B4FWU1	
B4FWU2	
B4FWU3	
B4FWU5	
B4FWU6	Zm00001d018454_T003;Zm00001d018454_T010;
B4FWU7	
B4FWU8	
B4FWU9	Zm00001d010152_T007;
B4FWV0	Zm00001d038871_T007;
B4FWV2	
B4FWV3	
B4FWV4	Zm00001d037644_T001;
B4FWV5	Zm00001d031502_T013;Zm00001d031502_T014;
B4FWV6	
B4FWV7	Zm00001d053067_T001;
B4FWV8	Zm00001d008974_T001;
B4FWV9	Zm00001d002433_T002;
B4FWW0	Zm00001d006070_T002;Zm00001d006070_T005;Zm00001d006070_T006;Zm00001d006070_T008;
B4FWW3	
B4FWW4	Zm00001d051867_T001;
B4FWW5	
B4FWW7	
B4FWW8	
B4FWW9	
B4FWX0	
B4FWX1	
B4FWX2	Zm00001d012243_T001;
B4FWX3	
B4FWX4	Zm00001d022153_T002;Zm00001d022153_T003;Zm00001d022153_T012;Zm00001d022153_T013;Zm00001d022153_T014;Zm00001d022153_T015;Zm00001d022153_T020;Zm00001d022153_T023;Zm00001d022153_T024;
B4FWX5	Zm00001d031929_T001;Zm00001d031929_T004;Zm00001d031929_T008;Zm00001d031929_T011;Zm00001d031929_T016;
B4FWX6	
B4FWX7	
B4FWX8	Zm00001d048927_T001;
B4FWX9	
B4FWY0	
B4FWY1	
B4FWY2	
B4FWY3	
B4FWY4	Zm00001d016031_T001;
B4FWY5	Zm00001d051702_T001;
B4FWY6	
B4FWY7	
B4FWY8	
B4FWY9	
B4FWZ0	Zm00001d045765_T001;
B4FWZ1	Zm00001d024230_T001;
B4FWZ2	
B4FWZ3	Zm00001d047516_T001;
B4FWZ5	Zm00001d033273_T002;
B4FWZ6	
B4FWZ7	
B4FWZ8	
B4FWZ9	Zm00001d023300_T001;
B4FX00	
B4FX01	
B4FX02	
B4FX03	Zm00001d013857_T002;Zm00001d013857_T003;Zm00001d013857_T004;Zm00001d013857_T005;Zm00001d013857_T006;Zm00001d013857_T007;Zm00001d013857_T008;Zm00001d013857_T009;
B4FX04	Zm00001d045555_T003;
B4FX05	
B4FX06	
B4FX07	
B4FX08	Zm00001d011245_T003;
B4FX09	
B4FX10	Zm00001d033011_T001;
B4FX11	Zm00001d010445_T002;
B4FX12	Zm00001d039266_T015;
B4FX13	Zm00001d015497_T003;Zm00001d015497_T004;Zm00001d015497_T005;Zm00001d015497_T006;Zm00001d015497_T007;Zm00001d015497_T008;Zm00001d015497_T009;Zm00001d015497_T011;Zm00001d040769_T003;Zm00001d040769_T004;Zm00001d040769_T005;Zm00001d040769_T006;Zm00001d040769_T007;Zm00001d040769_T008;Zm00001d040769_T009;Zm00001d040769_T011;
B4FX14	Zm00001d022266_T001;
B4FX15	
B4FX16	Zm00001d052321_T001;
B4FX17	Zm00001d012280_T001;
B4FX18	Zm00001d028705_T001;
B4FX19	Zm00001d011588_T001;
B4FX20	Zm00001d044315_T001;Zm00001d044315_T002;Zm00001d044315_T004;Zm00001d044315_T009;
B4FX21	
B4FX22	
B4FX23	
B4FX24	Zm00001d044318_T001;
B4FX25	Zm00001d001979_T001;
B4FX26	Zm00001d016634_T005;Zm00001d016634_T011;
B4FX27	
B4FX28	
B4FX29	
B4FX31	Zm00001d015912_T001;
B4FX33	Zm00001d048340_T002;
B4FX35	Zm00001d020364_T001;
B4FX36	Zm00001d016298_T002;Zm00001d016298_T003;Zm00001d016298_T005;
B4FX37	Zm00001d010452_T003;
B4FX38	
B4FX39	Zm00001d009324_T002;
B4FX40	Zm00001d016446_T001;
B4FX41	Zm00001d003685_T001;
B4FX42	Zm00001d051138_T002;
B4FX43	
B4FX44	
B4FX45	Zm00001d040965_T001;
B4FX47	
B4FX48	
B4FX49	Zm00001d043227_T001;Zm00001d043227_T002;
B4FX50	
B4FX51	
B4FX52	
B4FX53	
B4FX54	
B4FX55	Zm00001d032970_T017;Zm00001d032970_T021;
B4FX57	Zm00001d032557_T001;
B4FX58	
B4FX59	Zm00001d023635_T001;
B4FX60	
B4FX62	
B4FX63	
B4FX64	
B4FX65	Zm00001d036643_T002;
B4FX66	Zm00001d053348_T001;
B4FX67	
B4FX68	
B4FX69	Zm00001d022627_T001;Zm00001d022627_T003;
B4FX70	Zm00001d038917_T002;
B4FX71	
B4FX72	
B4FX73	
B4FX74	
B4FX75	Zm00001d032518_T001;
B4FX76	
B4FX77	
B4FX78	Zm00001d039578_T001;Zm00001d039578_T005;
B4FX80	
B4FX81	
B4FX82	
B4FX83	
B4FX84	
B4FX85	
B4FX86	
B4FX87	
B4FX88	
B4FX89	Zm00001d012379_T001;
B4FX91	
B4FX92	
B4FX93	
B4FX94	Zm00001d025939_T001;
B4FX95	
B4FX96	
B4FX97	Zm00001d042371_T001;
B4FX99	
B4FXA0	
B4FXA1	
B4FXA2	Zm00001d051924_T002;
B4FXA3	Zm00001d012423_T001;
B4FXA4	
B4FXA5	
B4FXA6	
B4FXA7	Zm00001d019207_T001;
B4FXA8	
B4FXA9	Zm00001d012771_T001;
B4FXB0	Zm00001d001857_T001;Zm00001d001857_T002;
B4FXB1	
B4FXB2	Zm00001d027760_T001;
B4FXB4	
B4FXB5	
B4FXB6	
B4FXB7	
B4FXB8	
B4FXB9	Zm00001d019956_T002;
B4FXC0	
B4FXC1	
B4FXC2	
B4FXC3	
B4FXC4	Zm00001d002164_T008;Zm00001d002164_T014;
B4FXC5	
B4FXC6	
B4FXC7	Zm00001d037574_T001;
B4FXC8	
B4FXC9	
B4FXD0	
B4FXD1	Zm00001d053667_T001;
B4FXD2	
B4FXD3	
B4FXD4	
B4FXD5	
B4FXD6	
B4FXD7	
B4FXD8	
B4FXD9	Zm00001d020941_T001;
B4FXE0	Zm00001d018279_T010;
B4FXE1	
B4FXE2	
B4FXE3	
B4FXE4	Zm00001d044355_T001;Zm00001d044355_T005;
B4FXE6	Zm00001d003071_T001;Zm00001d003071_T003;
B4FXE7	
B4FXE8	
B4FXE9	
B4FXF0	
B4FXF1	
B4FXF2	Zm00001d020496_T001;
B4FXF3	Zm00001d047989_T002;Zm00001d047989_T003;
B4FXF4	Zm00001d023673_T001;
B4FXF5	Zm00001d046656_T001;Zm00001d046656_T002;
B4FXF6	Zm00001d002758_T002;
B4FXF7	Zm00001d030774_T001;Zm00001d030774_T002;Zm00001d030774_T009;Zm00001d030774_T013;Zm00001d030774_T014;Zm00001d030774_T016;Zm00001d030774_T017;Zm00001d030774_T019;Zm00001d030774_T020;
B4FXF8	
B4FXF9	
B4FXG1	
B4FXG2	
B4FXG3	
B4FXG4	
B4FXG5	Zm00001d011975_T001;
B4FXG6	
B4FXG7	Zm00001d016255_T001;
B4FXG8	
B4FXG9	Zm00001d007422_T012;
B4FXH0	
B4FXH1	Zm00001d030833_T001;
B4FXH2	
B4FXH3	
B4FXH4	Zm00001d042084_T035;
B4FXH5	
B4FXH6	
B4FXH7	
B4FXH8	Zm00001d049161_T001;Zm00001d049161_T002;
B4FXH9	
B4FXI0	Zm00001d051018_T002;
B4FXI1	
B4FXI2	
B4FXI3	
B4FXI4	Zm00001d002216_T002;
B4FXI5	Zm00001d043809_T013;
B4FXI6	
B4FXI7	Zm00001d013891_T066;
B4FXI8	Zm00001d038805_T001;Zm00001d038805_T004;Zm00001d038805_T009;Zm00001d038805_T010;Zm00001d038805_T012;Zm00001d038805_T016;Zm00001d038805_T021;Zm00001d038805_T023;
B4FXI9	Zm00001d052425_T013;
B4FXJ0	
B4FXJ1	
B4FXJ2	
B4FXJ3	Zm00001d039625_T001;
B4FXJ4	Zm00001d015289_T001;Zm00001d015289_T002;
B4FXJ5	Zm00001d036770_T001;
B4FXJ7	Zm00001d002356_T001;
B4FXJ8	
B4FXK0	Zm00001d046684_T001;
B4FXK1	
B4FXK2	Zm00001d036438_T001;
B4FXK3	
B4FXK4	
B4FXK5	Zm00001d033714_T001;
B4FXK6	
B4FXK7	Zm00001d053082_T001;Zm00001d053082_T009;Zm00001d053082_T012;
B4FXK8	
B4FXK9	Zm00001d041049_T001;
B4FXL0	
B4FXL1	
B4FXL2	Zm00001d001787_T001;Zm00001d001787_T002;Zm00001d001787_T003;
B4FXL3	Zm00001d021614_T001;
B4FXL4	
B4FXL6	Zm00001d015355_T001;
B4FXL7	
B4FXL8	
B4FXL9	
B4FXM0	
B4FXM1	
B4FXM2	
B4FXM3	Zm00001d014080_T003;
B4FXM4	
B4FXM5	
B4FXM6	
B4FXM7	
B4FXM8	
B4FXM9	
B4FXN0	
B4FXN1	
B4FXN2	
B4FXN3	
B4FXN4	
B4FXN6	
B4FXN7	
B4FXN8	
B4FXN9	Zm00001d034433_T002;
B4FXP0	Zm00001d002455_T004;
B4FXP1	
B4FXP3	Zm00001d047181_T006;
B4FXP4	
B4FXP5	
B4FXP7	
B4FXP8	
B4FXP9	Zm00001d023271_T001;
B4FXQ0	
