PathwayID	SubPathways	Reactions
PWY-4361		"RXN-13072"" // ""RXN-15650"" // ""R147-RXN"" // ""R83-RXN"" // ""R82-RXN"" // ""R145-RXN"" // ""5.3.1.23-RXN"
MTR-1P-Degradation		
PWY-5441		"MMUM-RXN"" // ""METHIONINE-S-METHYLTRANSFERASE-RXN"
s-Triazine-Degradation		
PWY-5116		RXN-7773
Salicylate-Biosynthesis		
Salicylate-Degradation		
PWY-6624		RXN-11659
PWY-6762		RXN-11658
PWY-6802		"TYROSINE-DECARBOXYLASE-RXN"" // ""RXN-5821"" // ""RXN-12370"" // ""RXN3O-4113"
PWY-5268		"RXN-8139"" // ""2.3.1.172-RXN"" // ""RXN-8140"" // ""RXN-7997"" // ""RXN-8138"" // ""RXN-7828"
PWY-7325		"RXN-15530"" // ""RXN-15529"" // ""RXN-15528"" // ""RXN-7650"" // ""RXN-14748"" // ""RXN-14752"" // ""RXN-14751"" // ""RXN-14750"" // ""RXN-14661"
PWY-5287		"RXN-15538"" // ""RXN-15514"" // ""RXN-9276"" // ""RXN-9275"" // ""RXN-8183"" // ""2.1.1.120-RXN"" // ""1.14.13.57-RXN"" // ""2.1.1.119-RXN"" // ""1.14.13.56-RXN"" // ""RXN-8181"" // ""RXN-8180"" // ""RXN-8179"" // ""1.5.3.12-RXN"" // ""1.14.13.55-RXN"" // ""1.1.3.32-RXN"" // ""1.14.21.2-RXN"" // ""RETICULINE-OXIDASE-RXN"
PWY-5774		"RXN-9038"" // ""RXN-9037"" // ""RXN-9036"" // ""RXN-9035"
PWY4FS-10		SCOPOLETIN-GLUCOSYLTRANSFERASE-RXN
SECONDARY-CELL-WALL		
SECONDARY-METABOLITE-BIOSYNTHESIS		
SECONDARY-METABOLITE-DEGRADATION		
Selenium-Metabolism		
PWY-6936		"SERINE-O-ACETTRAN-RXN"" // ""RXN-12730"" // ""RXN-12729"" // ""RXN-12728"" // ""RXN-12726"
Seleno-Amino-Acid-Detoxification		
PWY-5469		"RXN-8677"" // ""RXN-17352"" // ""RXN-17351"" // ""RXN-8705"" // ""RXN-8704"" // ""RXN-8703"" // ""RXN-8696"" // ""RXN-8695"
SESQUITERPENE-LACTONE		
SESQUITERPENOID-SYN		
Sesquiterpenoid-Degradation		
SESTERTERPENOID-BIOSYNTHESIS		
Shikimate-Degradation		
PWY-5284		"RXN-8205"" // ""RXN-8204"" // ""RXN-8171"" // ""RXN-8170"" // ""RXN-8169"
Siderophores-Biosynthesis		
Signaling-Pathways		
PWY-5194		"RXN-8675"" // ""UROPORIIIMETHYLTRANSA-RXN"" // ""SIROHEME-FERROCHELAT-RXN"" // ""DIMETHUROPORDEHYDROG-RXN"
Sorbitol-Biosynthesis		
PWY-5530		"GLUCONOKIN-RXN"" // ""GLUCONOLACT-RXN"" // ""1.1.99.28-RXN"
PWY-5203		"RXN-12320"" // ""RXN-12319"" // ""RXN-8086"" // ""RXN-8084"" // ""RXN-8083"" // ""RXN-8085"" // ""RXN-8082"" // ""RXN-7570"
Spermidine-Biosynthesis		
BSUBPOLYAMSYN-PWY		"SAMDECARB-RXN"" // ""SPERMIDINESYN-RXN"
PWY-6442		"RXN-11263"" // ""RXN-11262"" // ""RXN-11261"" // ""RXN-11260"" // ""RXN-11259"" // ""RXN-11258"" // ""RXN-11257"
SPERMINE-SPERMIDINE-DEG		
PWY-6440		"RXN-6423"" // ""RXN-10747"" // ""RXN-6425"" // ""RXN-6424"" // ""RXN-6421"
PWY-6441		"RXN-9015"" // ""RXN-12089"
ARGSPECAT-PWY		"SAMDECARB-RXN"" // ""SPERMINE-SYNTHASE-RXN"
Sphingolipid-Biosynthesis		
PWY-5129		"RXN-14250"" // ""RXN-11341"" // ""SPHINGANINE-KINASE-RXN"" // ""RXN-7801"" // ""RXN-7799"" // ""RXN-7798"" // ""RXN-7796"" // ""RXN-7795"" // ""RXN-7793"" // ""RXN-7792"" // ""RXN3O-1380"" // ""SERINE-C-PALMITOYLTRANSFERASE-RXN"" // ""3-DEHYDROSPHINGANINE-REDUCTASE-RXN"
PWY-6733		"RXN-16408"" // ""RXN-16407"" // ""RXN-16406"" // ""RXN-16405"" // ""RXN-16404"" // ""RXN-16403"" // ""RXN-9666"" // ""RXN-9624"" // ""PALMITOYL-COA-HYDROLASE-RXN"" // ""RXN-16400"" // ""RXN-16399"" // ""RXN-16398"" // ""RXN-16402"" // ""RXN-16401"" // ""RXN-16389"" // ""RXN-9627"" // ""RXN-12186"" // ""RXN-12184"
PWY-5337		"2.4.1.67-RXN"" // ""2.4.1.82-RXN"" // ""2.4.1.123-RXN"
PWY-6527		"GLUC1PURIDYLTRANS-RXN"" // ""GALACTOKIN-RXN"" // ""GALACTURIDYLYLTRANS-RXN"" // ""RXN-11502"" // ""RXN-11501"" // ""UDPGLUCEPIM-RXN"" // ""UTPHEXPURIDYLYLTRANS-RXN"
PWY-622		"PHOSPHOGLUCMUT-RXN"" // ""PGLUCISOM-RXN"" // ""RXN-14380"" // ""RXN-14378"" // ""RXN-14374"" // ""RXN-14373"" // ""RXN-14371"" // ""RXN-14372"" // ""GLYCOGENSYN-RXN"" // ""GLUC1PADENYLTRANS-RXN"
Starch-Degradation		
PWY-842		"RXN-15910"" // ""RXN-15909"" // ""RXN-15908"
PWY-6724		"RXN-12391"" // ""RXN-12384"" // ""RXN-12280"" // ""RXN-12279"" // ""RXN-12278"" // ""RXN-12277"" // ""RXN-12276"" // ""RXN-12204"" // ""RXN-12203"
Stearate-Biosynthesis		
PWY-5989		"RXN-16380"" // ""RXN-9548"" // ""RXN-9635"" // ""RXN-9634"" // ""RXN-9633"" // ""RXN-9632"
Steroids-Degradation		
Sterol-Biosynthesis		
STILBENE-PHYTOALEXINS		
STILBENE-SYN		
Storage-Compounds-Biosynthesis		
PWY-1121		"RXN-16418"" // ""RXN-16389"" // ""RXN-16398"" // ""PALMITOYL-COA-HYDROLASE-RXN"" // ""RXN-16416"" // ""RXN-16417"" // ""RXN-16400"" // ""RXN-9666"" // ""RXN-12156"" // ""RXN-12157"" // ""RXN-12155"" // ""6.2.1.34-RXN"" // ""TYRAMINE-N-FERULOYLTRANSFERASE-RXN"" // ""RXN-1103"" // ""CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN"" // ""RXN-1126"" // ""RXN-1104"" // ""TRANS-CINNAMATE-4-MONOOXYGENASE-RXN"" // ""PHENYLALANINE-AMMONIA-LYASE-RXN"
SUCC-DEG		
Sucrose-Biosynthesis		
SUCSYN-PWY	PWY-7343	"PGLUCISOM-RXN"" // ""PHOSPHOGLUCMUT-RXN"" // ""GLUC1PURIDYLTRANS-RXN"" // ""F16BDEPHOS-RXN"" // ""F16ALDOLASE-RXN"" // ""GAPOXNPHOSPHN-RXN"" // ""PHOSGLYPHOS-RXN"" // ""SUCROSE-PHOSPHATASE-RXN"" // ""SUCROSE-PHOSPHATE-SYNTHASE-RXN"
SUCROSE-DEG		
PWY-3801		"PHOSPHOGLUCMUT-RXN"" // ""PGLUCISOM-RXN"" // ""GLUC1PURIDYLTRANS-RXN"" // ""FRUCTOKINASE-RXN"" // ""SUCROSE-SYNTHASE-RXN"
PWY-621		"3.2.1.48-RXN"" // ""GLUCOKIN-RXN"" // ""PGLUCISOM-RXN"" // ""FRUCTOKINASE-RXN"
SUGAR-ACIDS-DEG		
Sugar-Alcohols-Biosynthesis		
SUGAR-ALCOHOLS-DEG		
SUGAR-DERIVS		
Sugar-Derivatives		
SUGAR-NUCLEOTIDES		
CARBO-BIOSYNTHESIS		
Sugars-And-Polysaccharides-Degradation		
PWY-5340		"ADENYLYLSULFKIN-RXN"" // ""SULFATE-ADENYLYLTRANS-RXN"
Sulfate-Reduction		
SULFMETII-PWY		"1.8.4.9-RXN"" // ""SULFITE-REDUCTASE-FERREDOXIN-RXN"" // ""SULFATE-ADENYLYLTRANS-RXN"
Sulfide-Oxidation		
PWY-5285		"RXN-16574"" // ""RXN-15348"" // ""FESGSHTHIO-RXN"
Sulfite-Oxidation		
PWY-5326		SULFITE-OXIDASE-RXN
Sulfoacetaldehyde-Degradation		
Sulfoaromatics-Degradation		
Sulfolactate-Degradation		
Sulfoquinovose-Degradation		
PWYQT-4427		"RXN-1224"" // ""RXN-1223"
Sulfur-Metabolism		
Sulfur-Disproportionation		
Sulfur-Oxidation		
Sulfur-reduction		
S-CONTAINING-SECONDARY-CMPD-SYN		
DETOX1-PWY		"CATAL-RXN"" // ""SUPEROX-DISMUT-RXN"
PWY-5918	PWY-5188	"RXN0-1461"" // ""PROTOHEMEFERROCHELAT-RXN"" // ""PROTOPORGENOXI-RXN"" // ""UROGENDECARBOX-RXN"" // ""GLURS-RXN"" // ""GLUTRNAREDUCT-RXN"" // ""GSAAMINOTRANS-RXN"" // ""PORPHOBILSYNTH-RXN"" // ""OHMETHYLBILANESYN-RXN"" // ""UROGENIIISYN-RXN"
PWY-5173	PYRUVDEHYD-PWY	"ATP-CITRATE-PRO-S--LYASE-RXN"" // ""RXN0-1134"" // ""RXN0-1132"" // ""RXN0-1133"
PWY-5313	PWY-5160	"RXN-8176"" // ""RXN-8171"" // ""RXN-8205"" // ""RXN-8204"" // ""RXN-8170"" // ""RXN-8169"" // ""RXN-8006"" // ""RXN-8005"" // ""RXN1F-775"
PWY-5312	PWY-5268	"RXN-8177"" // ""RXN-7998"" // ""RXN-7832"" // ""RXN-7834"" // ""RXN-7830"" // ""RXN-8139"" // ""2.3.1.172-RXN"" // ""RXN-8140"" // ""RXN-7997"" // ""RXN-8138"" // ""RXN-7828"
BRANCHED-CHAIN-AA-SYN-PWY	LEUSYN-PWY	"RXN-15121"" // ""RXN-15123"" // ""RXN-15122"" // ""ACETOOHBUTSYN-RXN"" // ""ACETOOHBUTREDUCTOISOM-RXN"" // ""BRANCHED-CHAINAMINOTRANSFERILEU-RXN"" // ""DIHYDROXYMETVALDEHYDRAT-RXN"" // ""ACETOLACTSYN-RXN"" // ""ACETOLACTREDUCTOISOM-RXN"" // ""BRANCHED-CHAINAMINOTRANSFERVAL-RXN"" // ""DIHYDROXYISOVALDEHYDRAT-RXN"" // ""RXN-8991"" // ""RXN-7800"" // ""2-ISOPROPYLMALATESYN-RXN"" // ""3-ISOPROPYLMALISOM-RXN"" // ""BRANCHED-CHAINAMINOTRANSFERLEU-RXN"" // ""3-ISOPROPYLMALDEHYDROG-RXN"
PWY-6544	PWY-699	"RXN-11539"" // ""RXN-11538"" // ""RXN-11537"" // ""RXN-11534"" // ""RXN-11533"" // ""RXN-11532"" // ""RXN-11531"" // ""RXN-11530"" // ""RXN-11529"" // ""RXN-11101"" // ""RXN-4230"" // ""RXN-4231"" // ""RXN-4229"" // ""RXN-4228"" // ""RXN-4226"" // ""RXN-4225"" // ""RXN-16173"" // ""RXN-16172"" // ""RXN-16171"" // ""RXN-11535"" // ""RXN-11536"" // ""RXN-4241"" // ""RXN-779"" // ""RXN-778"" // ""RXN-777"" // ""RXN-776"" // ""RXN-775"" // ""RXN-774"" // ""RXN-773"" // ""RXN-720"" // ""RXN-719"" // ""RXN-718"" // ""RXN-717"" // ""RXN-716"" // ""RXN-715"" // ""RXN-714"" // ""RXN-713"" // ""RXN-712"" // ""RXN-711"" // ""RXN-710"" // ""RXN-709"
CAROTENOID-PWY	PWY-5943	"RXN-7979"" // ""RXN-7984"" // ""RXN-7978"" // ""RXN-7985"" // ""RXN-8026"" // ""RXN-8025"" // ""RXN-12243"" // ""RXN-12244"" // ""RXN-11357"" // ""RXN-8042"" // ""RXNARA-8002"" // ""2.5.1.32-RXN"" // ""RXN-11356"" // ""RXN-11354"" // ""RXN-5962"" // ""RXN-5961"" // ""RXN1F-148"" // ""RXN1F-147"" // ""RXN1F-150"" // ""RXN1F-151"
PWY-4762	PWY-3385	"RXN-5781"" // ""PHOSCHOL-RXN"" // ""2.7.7.15-RXN"" // ""RXN-5763"" // ""RXN-5762"" // ""RXN-5761"" // ""RXN-5647"" // ""RXN-5643"" // ""RXN-5642"" // ""2.1.1.103-RXN"" // ""ETHANOLAMINE-KINASE-RXN"" // ""RXN-5641"
PWY-5156	PWY-4381	"RXN-16393"" // ""RXN-9623"" // ""RXN-9655"" // ""3.1.2.21-RXN"" // ""RXN-9549"" // ""RXN-9663"" // ""4.2.1.61-RXN"" // ""RXN-9540"" // ""RXN-9539"" // ""RXN-9662"" // ""RXN-9537"" // ""RXN-9536"" // ""RXN-9535"" // ""RXN-9661"" // ""RXN-9533"" // ""RXN-9532"" // ""RXN-9531"" // ""RXN-9660"" // ""RXN-9528"" // ""RXN-9527"" // ""4.2.1.59-RXN"" // ""RXN-9659"" // ""RXN-9524"" // ""RXN-9523"" // ""4.2.1.58-RXN"" // ""RXN-9514"" // ""RXN-9516"" // ""RXN-9518"" // ""RXN-9520"" // ""RXN-9658"" // ""RXN-9657"" // ""RXN-16380"" // ""RXN-9548"" // ""RXN-9635"" // ""RXN-9634"" // ""RXN-9633"" // ""RXN-9632"" // ""RXN-9644"" // ""3.1.2.14-RXN"" // ""RXN-7903"" // ""2.3.1.180-RXN"" // ""MALONYL-COA-ACP-TRANSACYL-RXN"" // ""ACETYL-COA-CARBOXYLTRANSFER-RXN"
PWY-5121	NONMEVIPP-PWY	"FARNESYLTRANSTRANSFERASE-RXN"" // ""FPPSYN-RXN"" // ""GPPSYN-RXN"" // ""RXN-15878"" // ""IPPISOM-RXN"" // ""2.7.7.60-RXN"" // ""2.7.1.148-RXN"" // ""ISPH2-RXN"" // ""RXN0-884"" // ""RXN0-302"" // ""DXPREDISOM-RXN"" // ""DXS-RXN"
PWY-5910	PWY-922	"FARNESYLTRANSTRANSFERASE-RXN"" // ""FPPSYN-RXN"" // ""GPPSYN-RXN"" // ""IPPISOM-RXN"" // ""DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN"" // ""PHOSPHOMEVALONATE-KINASE-RXN"" // ""MEVALONATE-KINASE-RXN"" // ""1.1.1.34-RXN"" // ""HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN"" // ""ACETYL-COA-ACETYLTRANSFER-RXN"
PWY-5053	PWY-5032	"1.14.13.79-RXN"" // ""RXN1F-160"" // ""RXN1F-161"" // ""1.14.13.78-RXN"" // ""RXN-5242"" // ""RXN-7580"" // ""4.2.3.19-RXN"" // ""5.5.1.13-RXN"
PWY-561	PWY-5136	"RXN-14971"" // ""PEPCARBOXYKIN-RXN"" // ""FUMHYDR-RXN"" // ""MALATE-DEH-RXN"" // ""ACONITATEDEHYDR-RXN"" // ""CITSYN-RXN"" // ""ACONITATEHYDR-RXN"" // ""ISOCIT-CLEAV-RXN"" // ""MALSYN-RXN"" // ""RXN-11026"" // ""KETOACYLCOATHIOL-RXN"" // ""OHACYL-COA-DEHYDROG-RXN"" // ""ENOYL-COA-HYDRAT-RXN"" // ""ACYLCOASYN-RXN"
PWY-6595	PWY-6607	"RXN0-366"" // ""GUANINE-DEAMINASE-RXN"" // ""RXN0-901"" // ""GUANOSINE-DEAMINASE-RXN"" // ""RXN-7609"" // ""RXN0-363"
PWY-1782	PWY-1741	"2.4.2.34-RXN"" // ""2.4.1.156-RXN"" // ""2.3.1.72-RXN"" // ""2.4.1.121-RXN"
PWY-6234	PWY-6220	"RXN-10449"" // ""RXN-10456"" // ""RXN-10455"" // ""RXN-10457"" // ""RXN-10459"" // ""RXN-10439"
PWY0-1325	ASPARAGINE-BIOSYNTHESIS	"ASNSYNA-RXN"" // ""ASNSYNB-RXN"
PWY-3001	ASPARTATESYN-PWY	"RXN-15121"" // ""RXN-15123"" // ""RXN-15122"" // ""ACETOOHBUTSYN-RXN"" // ""ACETOOHBUTREDUCTOISOM-RXN"" // ""BRANCHED-CHAINAMINOTRANSFERILEU-RXN"" // ""DIHYDROXYMETVALDEHYDRAT-RXN"" // ""THRESYN-RXN"" // ""HOMOSERKIN-RXN"" // ""HOMOSERDEHYDROG-RXN"" // ""ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"" // ""ASPARTATEKIN-RXN"" // ""ASPAMINOTRANS-RXN"
PWY-724	HOMOSER-THRESYN-PWY	"RXN-14014"" // ""DIAMINOPIMDECARB-RXN"" // ""DIAMINOPIMEPIM-RXN"" // ""RXN-7737"" // ""DIHYDRODIPICSYN-RXN"" // ""HOMOSERDEHYDROG-RXN"" // ""ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"" // ""ASPARTATEKIN-RXN"" // ""RXN-15131"" // ""MMUM-RXN"" // ""HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN"" // ""HOMOCYSMET-RXN"" // ""CYSPH-RXN"" // ""THRESYN-RXN"" // ""HOMOSERKIN-RXN"
PWY-3481	PWY-3461	"CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN"" // ""RXN-5682"" // ""PREPHENATE-TRANSAMINE-RXN"" // ""CHORISMATEMUT-RXN"
THRESYN-PWY	HOMOSERSYN-PWY	"ASPAMINOTRANS-RXN"" // ""THRESYN-RXN"" // ""HOMOSERKIN-RXN"" // ""HOMOSERDEHYDROG-RXN"" // ""ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"" // ""ASPARTATEKIN-RXN"
PWY-4765	PWY-4541	"RXN-7185"" // ""RXN-7186"" // ""RXN-7184"" // ""2.7.1.133-RXN"" // ""2.7.1.140-RXN"" // ""2.7.1.139-RXN"" // ""RXN-7182"" // ""2.7.1.151-RXN"" // ""RXN-7162"" // ""RXN-7163"
PWY4FS-5	PWY3O-450	"RXN4FS-4"" // ""RXN4FS-3"" // ""RXN4FS-2"" // ""RXN4FS-1"" // ""2.1.1.71-RXN"" // ""2.7.7.57-RXN"" // ""RXN-5642"" // ""RXN-5643"" // ""2.1.1.103-RXN"" // ""RXN-5781"" // ""2.7.7.15-RXN"" // ""CHOLINE-KINASE-RXN"
PHOSLIPSYN2-PWY	PWY0-1319	"PGPPHOSPHA-RXN"" // ""PHOSPHAGLYPSYN-RXN"" // ""RXN-5641"" // ""ETHANOLAMINEPHOSPHOTRANSFERASE-RXN"" // ""2.7.7.14-RXN"" // ""ETHANOLAMINE-KINASE-RXN"" // ""PHOSPHASERDECARB-RXN"" // ""CHOLINE-KINASE-RXN"" // ""RXN-5781"" // ""2.7.7.15-RXN"" // ""RXN-5643"" // ""RXN4FS-1"" // ""2.1.1.71-RXN"" // ""2.7.7.57-RXN"" // ""RXN-5642"" // ""2.1.1.103-RXN"" // ""RXN4FS-2"" // ""RXN4FS-4"" // ""RXN4FS-3"" // ""RXN-1381"" // ""RXN-1623"" // ""RXN-10462"" // ""1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN"" // ""GLYC3PDEHYDROGBIOSYN-RXN"" // ""CDPDIGLYSYN-RXN"" // ""PHOSPHASERSYN-RXN"" // ""RXN-1382"" // ""2.7.8.11-RXN"
PWY-5863	PWY-5027	"FARNESYLTRANSTRANSFERASE-RXN"" // ""RXN-7658"" // ""RXN-7659"" // ""RXN-7660"" // ""RXN-17066"" // ""RXN-17007"" // ""RXN-7569"" // ""RXN-7568"
POLYAMINSYN3-PWY	PWY-43	"SPERMINE-SYNTHASE-RXN"" // ""N-CARBAMOYLPUTRESCINE-AMIDASE-RXN"" // ""AGMATINE-DEIMINASE-RXN"" // ""ARGDECARBOX-RXN"" // ""ORNDECARBOX-RXN"" // ""SAMDECARB-RXN"" // ""SPERMIDINESYN-RXN"
PWY-841	PWY-6121	"DGDPKIN-RXN"" // ""GDPREDUCT-RXN"" // ""GDPKIN-RXN"" // ""GUANYL-KIN-RXN"" // ""GMP-SYN-GLUT-RXN"" // ""IMP-DEHYDROG-RXN"" // ""ATPSYN-RXN"" // ""ADENYL-KIN-RXN"" // ""AMPSYN-RXN"" // ""ADENYLOSUCCINATE-SYNTHASE-RXN"" // ""DADPKIN-RXN"" // ""ADPREDUCT-RXN"" // ""IMPCYCLOHYDROLASE-RXN"" // ""AICARTRANSFORM-RXN"" // ""AICARSYN-RXN"" // ""SAICARSYN-RXN"" // ""AIRCARBOXY-RXN"" // ""AIRS-RXN"" // ""FGAMSYN-RXN"" // ""GART-RXN"" // ""GLYRIBONUCSYN-RXN"" // ""PRPPAMIDOTRANS-RXN"
PWY-7200	PWY-7197	"THYMIDYLATESYN-RXN"" // ""DEOXYCYTIDINE-KINASE-RXN"" // ""THYKI-RXN"" // ""DURIDKI-RXN"" // ""CYTIDEAM-RXN"" // ""DCDPKIN-RXN"" // ""DTDPKIN-RXN"" // ""RXN-7913"" // ""DTMPKI-RXN"
PWY-7211	PWY-7184	"RXN-12002"" // ""CTPSYN-RXN"" // ""UDPKIN-RXN"" // ""DIHYDROOROTATE-DEHYDROGENASE-RXN"" // ""OROTPDECARB-RXN"" // ""OROPRIBTRANS-RXN"" // ""DIHYDROOROT-RXN"" // ""ASPCARBTRANS-RXN"" // ""CARBPSYN-RXN"" // ""RXN-12195"" // ""CDPREDUCT-RXN"" // ""UDPREDUCT-RXN"" // ""DTDPKIN-RXN"" // ""DTMPKI-RXN"" // ""THYMIDYLATESYN-RXN"" // ""DUTP-PYROP-RXN"" // ""DUDPKIN-RXN"" // ""DCDPKIN-RXN"
PWY0-166	PWY-7187	"RXN-12195"" // ""THYMIDYLATESYN-RXN"" // ""RXN0-723"" // ""RXN0-724"" // ""RIBONUCLEOSIDE-DIP-REDUCTII-RXN"" // ""RXN0-722"" // ""CDPREDUCT-RXN"" // ""UDPREDUCT-RXN"" // ""DTDPKIN-RXN"" // ""DTMPKI-RXN"" // ""DUTP-PYROP-RXN"" // ""DUDPKIN-RXN"" // ""DCTP-DEAM-RXN"" // ""DCDPKIN-RXN"
PWY-7208	PWY-7176	"URACIL-PRIBOSYLTRANS-RXN"" // ""RXN-12002"" // ""CTPSYN-RXN"" // ""UDPKIN-RXN"
PWY-7196	PWY-6556	"RXN-11832"" // ""CDPKIN-RXN"" // ""RXN-12002"" // ""CTPSYN-RXN"" // ""UDPKIN-RXN"" // ""URACIL-PRIBOSYLTRANS-RXN"" // ""CYTIKIN-RXN"" // ""URIDINEKIN-RXN"" // ""URIDINE-NUCLEOSIDASE-RXN"" // ""CYTIDEAM2-RXN"
PWY0-162	PWY-5686	"RXN-12002"" // ""CTPSYN-RXN"" // ""UDPKIN-RXN"" // ""DIHYDROOROTATE-DEHYDROGENASE-RXN"" // ""OROTPDECARB-RXN"" // ""OROPRIBTRANS-RXN"" // ""DIHYDROOROT-RXN"" // ""ASPCARBTRANS-RXN"" // ""CARBPSYN-RXN"
PWY-5071	PWY-5048	"RXN-7633"" // ""RXN-7632"" // ""2.6.1.49-RXN"" // ""TYROSINE-3-MONOOXYGENASE-RXN"" // ""1.1.1.222-RXN"" // ""RXN-7629"" // ""RXN-7628"" // ""RXN-7631"" // ""RXN-7626"" // ""RXN-7630"" // ""TYROSINE-AMINOTRANSFERASE-RXN"
PWY-7186	PWY1F-467	"RXN-13473"" // ""RXN-14168"" // ""RXN-14166"" // ""RXN-14167"" // ""RXN-14165"" // ""RXN-13470"" // ""SCOPOLETIN-GLUCOSYLTRANSFERASE-RXN"" // ""RXN-14072"" // ""RXN-14071"" // ""RXN-14070"" // ""RXN-1104"" // ""RXN-1103"" // ""TRANS-CINNAMATE-4-MONOOXYGENASE-RXN"" // ""PHENYLALANINE-AMMONIA-LYASE-RXN"
PWYQT-4466	PWY-621	"GLUC1PURIDYLTRANS-RXN"" // ""PHOSPHOGLUCMUT-RXN"" // ""GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN"" // ""3.2.1.48-RXN"" // ""GLUCOKIN-RXN"" // ""PGLUCISOM-RXN"" // ""FRUCTOKINASE-RXN"
THISYNARA-PWY	PWY-6890	"RXNQT-4301"" // ""RXNQT-4300"" // ""THIAMIN-PYROPHOSPHOKINASE-RXN"" // ""RXNQT-4191"" // ""THI-P-SYN-RXN"" // ""PYRIMSYN1-RXN"" // ""PYRIMSYN3-RXN"
Super-Pathways		
Taurine-Biosynthesis		
Taurine-degradation		
TCA-VARIANTS		
PWY-5690		"RXN-14971"" // ""MALATE-DEH-RXN"" // ""ISOCITRATE-DEHYDROGENASE-NAD+-RXN"" // ""ACONITATEDEHYDR-RXN"" // ""CITSYN-RXN"" // ""ACONITATEHYDR-RXN"" // ""2OXOGLUTARATEDEH-RXN"" // ""SUCCCOASYN-RXN"" // ""FUMHYDR-RXN"
Teichoic-Acids-Biosynthesis		
PWY-7029		RXN-13260
PWY-7280		RXN-14496
TERPENOID-ALKALOIDS		
TERPENOID-PHYTOALEXINS		
Terpenoid-Biosynthesis		
TERPENOIDS		
TERPENOID-DEG		
TERPENOPHENOLICS-SYN		
Tetrahydrobiopterin-Biosynthesis		
PWY-6613		"GART-RXN"" // ""METHENYLTHFCYCLOHYDRO-RXN"
Tetrapyrrole-Biosynthesis		
PWY-5188		"GLURS-RXN"" // ""GLUTRNAREDUCT-RXN"" // ""GSAAMINOTRANS-RXN"" // ""PORPHOBILSYNTH-RXN"" // ""OHMETHYLBILANESYN-RXN"" // ""UROGENIIISYN-RXN"
Tetrapyrrole-Degradation		
TETRATERPENOID-SYN		
Tetraterpenoid-Degradation		
Tetrathionate-Oxidation		
Tetrathionate-Reduction		
Thiamine-Biosynthesis		
Thiamin-Diphosphate-Biosynthesis		
PWY-6908		"THIAMIN-PYROPHOSPHOKINASE-RXN"" // ""RXNQT-4191"" // ""THI-P-SYN-RXN"
Thiamin-Salvage		
PWY-6897	PWY-6910	"PYRIMSYN3-RXN"" // ""OHMETPYRKIN-RXN"" // ""THI-P-KIN-RXN"" // ""THI-P-SYN-RXN"" // ""THIAZOLSYN3-RXN"
PWY-6898		THIAMIN-PYROPHOSPHOKINASE-RXN
PWY-7356		"PYRIMSYN3-RXN"" // ""THIAMIN-PYROPHOSPHOKINASE-RXN"" // ""RXNQT-4191"" // ""THI-P-SYN-RXN"" // ""THIAZOLSYN3-RXN"" // ""OHMETPYRKIN-RXN"" // ""THIAMINASE-RXN"
Thiazole-Biosynthesis		
PWY-6909		"RXNQT-4301"" // ""RXNQT-4300"
Thiocyanate-Degradation		
THIOREDOX-PWY		"THIOREDOXIN-RXN"" // ""THIOREDOXIN-REDUCT-NADPH-RXN"
Thiosulfate-Disproportionation		
PWY-5350		THIOSULFATE-SULFURTRANSFERASE-RXN
Thiosulfate-Oxidation		
PWY-6430		"RXN-11210"" // ""RXN-11211"" // ""RXN-11209"
Thyroid-Hormone-Metabolism		
TOLUENE-DEG		
PWY-5123		"IPPISOM-RXN"" // ""FPPSYN-RXN"" // ""GPPSYN-RXN"
PWY-6457		"RXN-2001"" // ""PHENYLALANINE-AMMONIA-LYASE-RXN"
PWY-6475		"RXN-12243"" // ""RXN-12244"" // ""RXN-11357"" // ""RXN-8042"" // ""RXNARA-8002"" // ""2.5.1.32-RXN"" // ""RXN-11356"" // ""RXN-11354"
PWY-2681		"RXN-4307"" // ""RXN-4305"" // ""RXN-4303"" // ""RXN-4317"" // ""RXN-4313"" // ""RXN-4314"" // ""RXN-4308"" // ""RXN-4312"" // ""RXN-4306"" // ""RXN-4310"" // ""RXN-4304"
Transport-Pathways		
PWY-5410		"RXN-12299"" // ""RXN-1346"" // ""RXN-11852"" // ""RXN-1349"" // ""RXN-1347"" // ""RXN-1345"" // ""RXN-1321"" // ""HYDROHEX-RXN"" // ""LIPOXYGENASE-RXN"
Trehalose-biosynthesis		
TRESYN-PWY		"TREHALOSEPHOSPHA-RXN"" // ""TREHALOSE6PSYN-RXN"
PWY-5983		RXN-9603
Trehalose-Degradation		
LIPAS-PWY		"RXN-1603"" // ""RXN-1602"" // ""3.1.1.23-RXN"" // ""TRIACYLGLYCEROL-LIPASE-RXN"
TRITERPENOID-SYN		
tRNA-Splicing		
TROPANE-ALKALOIDS		
Ubiquinone-Biosynthesis		
