ReactionID	Genes
GLUTAMIN-RXN	GDQC-14610 // GDQC-14543 // GDQC-14470 // GDQC-14280 // GDQC-14279 // GDQC-14157 // GDQC-14061 // GDQC-14003 // GDQC-13813 // GDQC-13654 // GDQC-13445 // GDQC-13271 // GDQC-13267 // GDQC-13115 // GDQC-13096 // GDQC-12841 // GDQC-12186 // GDQC-12012 // GDQC-12009 // GDQC-11876 // GDQC-11108 // GDQC-11054 // GDQC-10633 // GDQC-10543 // GDQC-10019 // GDQC-9818 // GDQC-9788 // GDQC-9770 // GDQC-9031 // GDQC-8979 // GDQC-7651
ASNSYNB-RXN	GDQC-10543 // GDQC-10633 // GDQC-12186 // GDQC-13096 // GDQC-13115 // GDQC-13271 // GDQC-13654 // GDQC-14061 // GDQC-14280
RXN-8783	
RXN-13689	GDQC-14727 // GDQC-14577 // GDQC-14450 // GDQC-13690 // GDQC-13117 // GDQC-12513 // GDQC-12425 // GDQC-12323 // GDQC-11541 // GDQC-11514 // GDQC-10712 // GDQC-9649 // GDQC-9609 // GDQC-9419 // GDQC-8887 // GDQC-8638 // GDQC-7923 // GDQC-7763
L-GULONOLACTONE-OXIDASE-RXN	GDQC-14727 // GDQC-14577 // GDQC-14450 // GDQC-13690 // GDQC-13117 // GDQC-12513 // GDQC-12425 // GDQC-12323 // GDQC-11541 // GDQC-11514 // GDQC-10712 // GDQC-9649 // GDQC-9609 // GDQC-9419 // GDQC-8887 // GDQC-8638 // GDQC-7923 // GDQC-7763
HISTIDINE-DECARBOXYLASE-RXN	GDQC-9954 // GDQC-8914 // GDQC-7853
HISTIDPHOS-RXN	GDQC-12387
HOMOCYSMETB12-RXN	
CYSTATHIONINE-BETA-SYNTHASE-RXN	GDQC-13759
HOMOCYSMET-RXN	GDQC-14795 // GDQC-11163 // GDQC-10472
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	
HOMOSERKIN-RXN	GDQC-9463
1.14.13.117-RXN	GDQC-8624
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	GDQC-11972 // GDQC-11506
RXN-9636	GDQC-8624
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	GDQC-14760 // GDQC-12845 // GDQC-11972 // GDQC-11506 // GDQC-11203 // GDQC-10814
RXN-14301	GDQC-14544 // GDQC-12758 // GDQC-8702 // GDQC-8145
RXN-14685	GDQC-14664 // GDQC-9619 // GDQC-8484 // GDQC-7947
RXN-15650	GDQC-10309 // GDQC-7649
R15-RXN	GDQC-12845 // GDQC-11203
METHIONINE-GAMMA-LYASE-RXN	GDQC-14544 // GDQC-12758 // GDQC-8702 // GDQC-8145
METHIONINE-S-METHYLTRANSFERASE-RXN	GDQC-11308
2.6.1.80-RXN	GDQC-14318 // GDQC-11740 // GDQC-10978 // GDQC-10233 // GDQC-8774
RXN-12667	GDQC-12249 // GDQC-11241
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	
ORNITHINE-GLU-AMINOTRANSFORASE-RXN	
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	GDQC-14338
ORNCARBAMTRANSFER-RXN	GDQC-14948 // GDQC-14784 // GDQC-14065 // GDQC-13703 // GDQC-13515 // GDQC-13123 // GDQC-12409 // GDQC-11717 // GDQC-11687 // GDQC-8544
ORNDECARBOX-RXN	GDQC-12259 // GDQC-11183 // GDQC-8939
TRANS-RXN-229	
TRANS-RXN-230	GDQC-9848
PHENYLALANINE-AMMONIA-LYASE-RXN	GDQC-14743 // GDQC-14575 // GDQC-13990 // GDQC-13710 // GDQC-13707 // GDQC-13487 // GDQC-13268 // GDQC-12719 // GDQC-12379 // GDQC-11489 // GDQC-11442 // GDQC-11390 // GDQC-10988 // GDQC-10515 // GDQC-10403 // GDQC-10275 // GDQC-9806 // GDQC-9435 // GDQC-9195 // GDQC-9054
RXN-13907	
RXN-14903	GDQC-12990 // GDQC-10220
RXN0-5116	
1.5.1.9-RXN	GDQC-12871 // GDQC-12492 // GDQC-11446 // GDQC-9169 // GDQC-9029 // GDQC-8152
RXN-15137	GDQC-8925
RXN-12729	GDQC-8925
SELENOCYSTEINE-LYASE-RXN	GDQC-12063 // GDQC-8265
RXN-12728	GDQC-14413 // GDQC-11737 // GDQC-11169 // GDQC-9765
RXN-15125	GDQC-12934
4.3.1.17-RXN	GDQC-12934
5.1.1.18-RXN	GDQC-12934
GLYOHMETRANS-RXN	GDQC-14638 // GDQC-14531 // GDQC-14122 // GDQC-14035 // GDQC-11042 // GDQC-8854 // GDQC-8745 // GDQC-8718
SERINE-O-ACETTRAN-RXN	GDQC-13341 // GDQC-11005 // GDQC-10486 // GDQC-10087
RXN-5641	GDQC-9954 // GDQC-7853
SERINE-C-PALMITOYLTRANSFERASE-RXN	GDQC-14932 // GDQC-13763 // GDQC-13726 // GDQC-13301 // GDQC-12976 // GDQC-12646 // GDQC-12137 // GDQC-11799 // GDQC-11536 // GDQC-11409 // GDQC-11329 // GDQC-11061 // GDQC-10868 // GDQC-10207 // GDQC-9994 // GDQC-9573 // GDQC-8672 // GDQC-8215 // GDQC-8078 // GDQC-7925 // GDQC-7861
RXN-15122	GDQC-12054 // GDQC-11350
THREDEHYD-RXN	GDQC-12054 // GDQC-11350
THREONINE-ALDOLASE-RXN	GDQC-13961 // GDQC-11755 // GDQC-10537 // GDQC-10510 // GDQC-10077 // GDQC-9948 // GDQC-8545
RXN-14570	GDQC-14805 // GDQC-14261 // GDQC-14140 // GDQC-11805 // GDQC-11760 // GDQC-11702 // GDQC-11612 // GDQC-11222 // GDQC-10458 // GDQC-10455 // GDQC-9107 // GDQC-8276
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	GDQC-13587 // GDQC-11420 // GDQC-8954 // GDQC-7662
RXN-12061	
RXN-10139	GDQC-111218
TYROSINE-AMINOTRANSFERASE-RXN	
TYROSINE-N-MONOOXYGENASE-RXN	
RXN-8487	
TYROSINE-DECARBOXYLASE-RXN	GDQC-13699 // GDQC-12666 // GDQC-12435 // GDQC-11819
MONOPHENOL-MONOOXYGENASE-RXN	GDQC-9301 // GDQC-14217
1.14.13.118-RXN	GDQC-8624
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	GDQC-11972 // GDQC-11506
RXN-5063	GDQC-8624
RXN-8784	
RXN-14752	
3.2.1.162-RXN	GDQC-11588
RXN3O-130	
RXN66-303	
RXN66-321	GDQC-11567 // GDQC-8992
RXN-16393	
RXN-12186	
RXN-9627	GDQC-14039
RXN-8478	
RXN-11369	
LEUKOTRIENE-A4-HYDROLASE-RXN	GDQC-13907 // GDQC-13342 // GDQC-13149 // GDQC-10724 // GDQC-9603 // GDQC-8304 // GDQC-7793
RXN66-336	GDQC-113394
3.2.1.73-RXN	GDQC-12470 // GDQC-11871 // GDQC-10645 // GDQC-9267
Light-Interactions	
RXN-13296	GDQC-10610
RXN-9673	GDQC-14580 // GDQC-14505 // GDQC-14482 // GDQC-14199 // GDQC-14063 // GDQC-13411 // GDQC-13258 // GDQC-12122 // GDQC-10629 // GDQC-9981 // GDQC-9809 // GDQC-9721 // GDQC-8499 // GDQC-8180
LIPOXYGENASE-RXN	GDQC-105481 // GDQC-119610 // GDQC-104907 // GDQC-13305 // GDQC-12686 // GDQC-12140 // GDQC-8038
RXN-8495	GDQC-14274 // GDQC-13576 // GDQC-12838 // GDQC-11151 // GDQC-8791 // GDQC-8173 // GDQC-8071
1.14.19.3-RXN	GDQC-14800 // GDQC-13489
LINOLEOYL-RXN	GDQC-13012 // GDQC-11082 // GDQC-10224
RXN-15526	GDQC-12040 // GDQC-10346
TETRAACYLDISACC4KIN-RXN	GDQC-14699
KDOTRANS-RXN	GDQC-8803 // GDQC-8744
RXN-13039	GDQC-10518
1.3.3.9-RXN	GDQC-14560 // GDQC-14249 // GDQC-12883 // GDQC-11032 // GDQC-9645 // GDQC-9479
RXN-7884	GDQC-14698
RXN-14423	
RXN-14424	GDQC-14647 // GDQC-14417 // GDQC-14273 // GDQC-13884 // GDQC-11965 // GDQC-11875 // GDQC-11069 // GDQC-9217 // GDQC-8413 // GDQC-8355
RXN0-7079	GDQC-14568 // GDQC-13319
Macromolecule-Reactions	
RXN-13191	GDQC-11946 // GDQC-11680 // GDQC-9076
RXN-5282	GDQC-11946 // GDQC-11680 // GDQC-9076
RXN-12360	
RXN-12359	
MALONYL-COA-DECARBOXYLASE-RXN	GDQC-9109
RXN-16094	
RXN-15910	
3.6.3.19-RXN	GDQC-10755
MALDEXPHOSPHORYL-RXN	GDQC-9359 // GDQC-14156
Membrane-Protein-Modification-Reactions	
DIAMINOPIMDECARB-RXN	GDQC-14185 // GDQC-8575
RXN-7733	GDQC-14374
RXN-10711	GDQC-14188 // GDQC-13386
RXN0A-10711	GDQC-15123 // GDQC-9232 // GDQC-9657 // GDQC-10939 // GDQC-13030 // GDQC-13386 // GDQC-14188 // GDQC-14340
12-ALPHA-L-FUCOSIDASE-RXN	GDQC-11369 // GDQC-9329
METHYLACYLYLCOA-HYDROXY-RXN	
RXN0-2921	
RXN-2102	GDQC-13735 // GDQC-13552 // GDQC-12318 // GDQC-11729 // GDQC-11490 // GDQC-11438 // GDQC-10964 // GDQC-10906 // GDQC-9412
GLYOXI-RXN	GDQC-13970 // GDQC-13859 // GDQC-13348 // GDQC-13023 // GDQC-12439 // GDQC-12190 // GDQC-10467 // GDQC-9572 // GDQC-9527 // GDQC-8671 // GDQC-7972
RXN0-4281	GDQC-13151 // GDQC-8172
1.2.1.27-RXN	GDQC-13607
RXNQT-4366	GDQC-14340 // GDQC-10939 // GDQC-9657 // GDQC-9232
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	GDQC-11037 // GDQC-9364
3.6.3.2-RXN	GDQC-12999
3.6.3.35-RXN	GDQC-12083
3.6.3.29-RXN	GDQC-14142 // GDQC-11335 // GDQC-8949 // GDQC-8834
RXN-8348	GDQC-114727 // GDQC-10538 // GDQC-9303
RXN-15597	
RXN-8139	
RXN-7982	
MYO-INOSITOL-1-KINASE-RXN	G-8381 // GDQC-11643
2.3.1.72-RXN	
MYO-INOSITOL-2-DEHYDROGENASE-RXN	GDQC-14617
MYO-INOSITOL-OXYGENASE-RXN	GDQC-11938
3.6.4.1-RXN	GDQC-14691 // GDQC-14527 // GDQC-14283 // GDQC-12928 // GDQC-12541 // GDQC-11686 // GDQC-11679 // GDQC-10831 // GDQC-10409 // GDQC-10177 // GDQC-10034 // GDQC-9496 // GDQC-8680 // GDQC-8307 // GDQC-8103 // GDQC-7850
RXN-9626	
RXN-14374	
RXN-14380	
RXN-14371	
RXN-14372	
RXN-14373	
RXN-11444	
NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN	GDQC-14015 // GDQC-13977 // GDQC-11382 // GDQC-10339 // GDQC-10235 // GDQC-10109 // GDQC-9942 // GDQC-9729 // GDQC-8950 // GDQC-8036 // GDQC-8015
RXN-12626	
RXN-12625	
AZOBENZENE-REDUCTASE-RXN	GDQC-9867
RXN-9639	GDQC-8624
RXN-12063	
RXN-7749	
RXN-5065	GDQC-8624
RXN-6464	GDQC-8203
1.14.13.8-RXN	GDQC-14803 // GDQC-12891 // GDQC-11757 // GDQC-11299 // GDQC-9903 // GDQC-9095 // GDQC-8913 // GDQC-8908 // GDQC-8146 // GDQC-8098 // GDQC-7903
PRAISOM-RXN	GDQC-13477 // GDQC-9605
NAG1P-URIDYLTRANS-RXN	GDQC-14480 // GDQC-14337 // GDQC-14103 // GDQC-12407 // GDQC-11585 // GDQC-10556 // GDQC-10285
2.4.1.141-RXN	GDQC-12492 // GDQC-10305 // GDQC-8248
2.4.1.142-RXN	GDQC-13608 // GDQC-11622 // GDQC-11286 // GDQC-10841 // GDQC-10821 // GDQC-9838
3.2.1.49-RXN	GDQC-11576
RXN-9989	GDQC-13327 // GDQC-11889 // GDQC-10909
RXN-16426	GDQC-13831
PHOSACETYLGLUCOSAMINEMUT-RXN	GDQC-13831
ACETYLGLUTKIN-RXN	GDQC-13717 // GDQC-11898
ACETYLORNDEACET-RXN	GDQC-10682
SIALATE-O-ACETYLESTERASE-RXN	GDQC-12120
N-ACETYLGLUTPREDUCT-RXN	GDQC-12863 // GDQC-12681
2.3.1.45-RXN	GDQC-12705 // GDQC-11720 // GDQC-11401 // GDQC-8641
RXN-7864	GDQC-12705 // GDQC-11720 // GDQC-11401 // GDQC-8641
DIHYDROOROT-RXN	GDQC-11381 // GDQC-10508
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	GDQC-11278
N-CARBAMOYLSARCOSINE-AMIDASE-RXN	GDQC-7750
RXN-8859	GDQC-14722 // GDQC-13406 // GDQC-12115 // GDQC-11309 // GDQC-10885 // GDQC-9404 // GDQC-8833 // GDQC-7742
RXN-5763	
RXN4FS-3	
RXN-5643	GDQC-14523 // GDQC-14508 // GDQC-14133 // GDQC-13335 // GDQC-13312 // GDQC-12324 // GDQC-10867 // GDQC-10218 // GDQC-9099
ARYLFORMAMIDASE-RXN	GDQC-14842 // GDQC-13727 // GDQC-11584 // GDQC-10929
RXN-9638	GDQC-8624
RXN-12062	
RXN-7748	
RXN-5064	GDQC-8624
RXN-1406	
RXN-6462	GDQC-8203
RXN-15371	GDQC-14982 // GDQC-14856 // GDQC-14734 // GDQC-14611 // GDQC-14476 // GDQC-14411 // GDQC-13983 // GDQC-13974 // GDQC-13893 // GDQC-10853 // GDQC-10659 // GDQC-8722 // GDQC-8398
2.7.7.57-RXN	
RXN-5642	GDQC-10867 // GDQC-10218
RXN-13077	
RXN-5762	
ALKANE-1-MONOOXYGENASE-RXN	GDQC-14956 // GDQC-14349 // GDQC-13600 // GDQC-12884 // GDQC-12879 // GDQC-12277 // GDQC-9799 // GDQC-8275
RXN-12091	GDQC-14895 // GDQC-14708 // GDQC-13966 // GDQC-13541 // GDQC-12953 // GDQC-12679 // GDQC-12269 // GDQC-12133 // GDQC-11908 // GDQC-11790 // GDQC-10621 // GDQC-10297 // GDQC-9620
RXN-10465	GDQC-8256
POLYAMINE-OXIDASE-RXN	GDQC-14895 // GDQC-12953 // GDQC-12679 // GDQC-11908 // GDQC-11790 // GDQC-10297 // GDQC-9620
RXN-12090	GDQC-14895 // GDQC-14708 // GDQC-13966 // GDQC-13541 // GDQC-12953 // GDQC-12679 // GDQC-12269 // GDQC-12133 // GDQC-11908 // GDQC-11790 // GDQC-10621 // GDQC-10297 // GDQC-9620
RXN0-986	GDQC-13492
RXN0-984	GDQC-13492
RXN0-985	GDQC-13492
3.5.1.26-RXN	GDQC-12554
RXN0-743	GDQC-8342
RXN-4306	GDQC-14180 // GDQC-12763 // GDQC-11156
RXN-4313	GDQC-14228 // GDQC-11931 // GDQC-11213 // GDQC-10774 // GDQC-10374 // GDQC-10223 // GDQC-9689 // GDQC-9563 // GDQC-9175 // GDQC-8102 // GDQC-7802
RXN-4308	GDQC-14180 // GDQC-12763 // GDQC-11156
RXN-4304	GDQC-14180 // GDQC-12763 // GDQC-11156
RXN-4317	
1.5.99.12-RXN	GDQC-110818 // GDQC-107786 // CKX1 // GDQC-12745 // GDQC-12193 // GDQC-12064 // GDQC-11825 // GDQC-11781 // GDQC-10236 // GDQC-9384 // GDQC-9246 // GDQC-9135 // GDQC-8693 // GDQC-8101 // GDQC-7893 // GDQC-7789
RXN-4621	CKX1 // GDQC-110818 // GDQC-12064 // GDQC-8101
RXN-4544	
RXN-10463	GDQC-8256
RXN-16333	
RXN-10745	GDQC-14809 // GDQC-14672 // GDQC-14472 // GDQC-14419 // GDQC-13962 // GDQC-12896 // GDQC-12833 // GDQC-12687 // GDQC-12553 // GDQC-12531 // GDQC-12124 // GDQC-10819 // GDQC-10357 // GDQC-8629 // GDQC-8433 // GDQC-8333 // GDQC-8080
NADPYROPHOSPHAT-RXN	GDQC-14372 // GDQC-14055 // GDQC-13069 // GDQC-12002 // GDQC-11917 // GDQC-11827 // GDQC-11508 // GDQC-11296 // GDQC-10606 // GDQC-10451 // GDQC-9737 // GDQC-9559 // GDQC-8449 // GDQC-8175
PYRNUTRANSHYDROGEN-RXN	
RXN0-5248	
1.6.99.5-RXN	GDQC-13732 // GDQC-11800 // GDQC-7866
RXN-12754	
RXN-12753	
RXN0-4401	GDQC-14372 // GDQC-13069 // GDQC-12002 // GDQC-11917 // GDQC-11827 // GDQC-11508 // GDQC-10606 // GDQC-10451 // GDQC-9559 // GDQC-8449
NADH-DEHYDROG-A-RXN	GDQC-14957 // GDQC-14831 // GDQC-14576 // GDQC-14513 // GDQC-14466 // GDQC-14435 // GDQC-14301 // GDQC-14251 // GDQC-13999 // GDQC-13497 // GDQC-13403 // GDQC-13187 // GDQC-13127 // GDQC-13070 // GDQC-13045 // GDQC-13003 // GDQC-12714 // GDQC-12621 // GDQC-12528 // GDQC-12527 // GDQC-12515 // GDQC-12465 // GDQC-12457 // GDQC-12456 // GDQC-12385 // GDQC-12325 // GDQC-11997 // GDQC-11971 // GDQC-11838 // GDQC-11822 // GDQC-11550 // GDQC-11406 // GDQC-11141 // GDQC-11057 // GDQC-10816 // GDQC-10787 // GDQC-10504 // GDQC-10398 // GDQC-10380 // GDQC-10308 // GDQC-10140 // GDQC-9807 // GDQC-9798 // GDQC-9512 // GDQC-9414 // GDQC-9316 // GDQC-9148 // GDQC-9143 // GDQC-9059 // GDQC-8828 // GDQC-8628 // GDQC-8488 // GDQC-8324 // GDQC-8190 // GDQC-8179 // GDQC-8084 // GDQC-8072 // GDQC-8044 // GDQC-8001 // GDQC-7930 // GDQC-7926 // GDQC-7876 // GDQC-7818 // GDQC-7811 // GDQC-7803 // GDQC-7715 // GDQC-7642
RXN-5822	
RXN-924	
RXN-16765	
RXN-7703	
RXN-14075	GDQC-14229 // GDQC-14187 // GDQC-11703 // GDQC-11304 // GDQC-10747
RXN-11685	GDQC-14229 // GDQC-14187 // GDQC-11703 // GDQC-11304 // GDQC-10747
RXN-12428	GDQC-11588
NICOTINAMID-RXN	GDQC-14501 // GDQC-13329 // GDQC-12854
NICOTINATEPRIBOSYLTRANS-RXN	GDQC-13220 // GDQC-12263 // GDQC-11980 // GDQC-9019
RXN-8442	
NITRATE-REDUCTASE-NADH-RXN	GDQC-13571 // GDQC-12806 // GDQC-10261 // GDQC-8261 // GDQC-7665
3.6.3.26-RXN	GDQC-12003 // GDQC-10838 // GDQC-10767 // GDQC-10618 // GDQC-9978
FERREDOXIN--NITRITE-REDUCTASE-RXN	GDQC-14439 // GDQC-13560 // GDQC-12875 // GDQC-8855 // GDQC-7758
NITRATE-REDUCTASE-NADPORNOPH-RXN	GDQC-14399 // GDQC-13909 // GDQC-13216 // GDQC-12909
NITRATE-REDUCTASE-NADPH-RXN	
RXN-12726	
ACSERLY-RXN	GDQC-14874 // GDQC-14713 // GDQC-14392 // GDQC-13212 // GDQC-11881 // GDQC-11434 // GDQC-10669 // GDQC-9027 // GDQC-8974 // GDQC-8814 // GDQC-8260 // GDQC-7698
RXN-15191	
RXN-15188	
THRESYN-RXN	GDQC-14197 // GDQC-12867 // GDQC-12136 // GDQC-9514 // GDQC-9210
2.7.7.14-RXN	GDQC-13693 // GDQC-12295 // GDQC-11027
RXN-7948	GDQC-10597
2.1.1.103-RXN	GDQC-14523 // GDQC-14508 // GDQC-14375 // GDQC-14133 // GDQC-13335 // GDQC-13312 // GDQC-12324 // GDQC-10867 // GDQC-10218 // GDQC-9136 // GDQC-9099
SINAPINE-ESTERASE-RXN	GDQC-14991 // GDQC-14704 // GDQC-14121 // GDQC-13890 // GDQC-13882 // GDQC-13628 // GDQC-13455 // GDQC-13390 // GDQC-12242 // GDQC-11789 // GDQC-11531 // GDQC-11318 // GDQC-9998 // GDQC-9866 // GDQC-9743 // GDQC-9583 // GDQC-9476 // GDQC-9339
RXN-14841	GDQC-11010 // GDQC-11009
1.14.13.70-RXN	G-5541 // GDQC-14703 // GDQC-13988 // GDQC-13033 // GDQC-12859 // GDQC-12773 // GDQC-11533 // GDQC-11440 // GDQC-10951 // GDQC-8095
RXN-5741	GDQC-13956
R223-RXN	
RXN-12669	
RXN-10756	GDQC-14163 // GDQC-11662 // GDQC-7895
RXN-9644	GDQC-14580 // GDQC-14505 // GDQC-14482 // GDQC-14199 // GDQC-14063 // GDQC-13411 // GDQC-13258 // GDQC-12122 // GDQC-10629 // GDQC-9981 // GDQC-9809 // GDQC-9721 // GDQC-8499 // GDQC-8180
RXN-16400	
RXN-12143	GDQC-14910 // GDQC-14759 // GDQC-14669 // GDQC-13592 // GDQC-13375 // GDQC-11559 // GDQC-9581 // GDQC-9079
RXN-15043	
RXN-9601	GDQC-13850 // GDQC-13597
RXN-9670	
RXN-9666	
RXN-1063	GDQC-14741 // GDQC-13275 // GDQC-12884 // GDQC-11547 // GDQC-11426 // GDQC-10249 // GDQC-8626 // GDQC-8275 // GDQC-8162 // GDQC-7996 // GDQC-7670
RXNQT-4385	
RXN-10703	GDQC-14570 // GDQC-8422
RXN-10701	GDQC-14898 // GDQC-10006 // GDQC-9763 // GDQC-8053
RXN-10707	GDQC-13873 // GDQC-9871
RXN-10705	GDQC-14570 // GDQC-8422
RXN-10702	GDQC-14570 // GDQC-8422
RXN-10700	GDQC-14898 // GDQC-10006 // GDQC-9763 // GDQC-8053
RXN-10706	GDQC-13873 // GDQC-9871
RXN-10704	GDQC-14570 // GDQC-8422
RXN-10698	GDQC-14570 // GDQC-8422
RXN-10699	GDQC-14898 // GDQC-10006 // GDQC-9763 // GDQC-8053
RXN0-6490	
OROTPDECARB-RXN	GDQC-14440 // GDQC-9672 // GDQC-9487 // GDQC-9457 // GDQC-7831
RXN-15467	GDQC-13108 // GDQC-12331
RXN-15465	GDQC-13108 // GDQC-12331
RXN-15464	GDQC-13108 // GDQC-12331
RXN-15466	GDQC-13108 // GDQC-12331
OXALATE--COA-LIGASE-RXN	GDQC-12895 // GDQC-10569 // GDQC-9408
CITSYN-RXN	GDQC-14052 // GDQC-12519 // GDQC-12374 // GDQC-7987
PEPCARBOXYKIN-RXN	GDQC-113518 // GDQC-14687 // GDQC-14364 // GDQC-13994 // GDQC-8305
4.1.1.32-RXN	GDQC-113518 // GDQC-14364
OXALODECARB-RXN	GDQC-11277 // GDQC-10769
MALATE-DEHYDROGENASE-NADP+-RXN	G-61
RXN-8642	GDQC-14937 // GDQC-12555 // GDQC-11454 // GDQC-10244 // GDQC-9688 // GDQC-8612 // GDQC-8508 // GDQC-8065
OXALYL-COA-DECARBOXYLASE-RXN	GDQC-14967 // GDQC-8917
RXN0-5265	
RXN-7578	
RXN-9623	GDQC-14482 // GDQC-14199 // GDQC-14063 // GDQC-13411 // GDQC-13258 // GDQC-12122 // GDQC-10629 // GDQC-9981 // GDQC-9809 // GDQC-9721 // GDQC-8499 // GDQC-8180
RXN-16398	
RXN-9616	GDQC-14291 // GDQC-13850 // GDQC-13597 // GDQC-9795 // GDQC-8784 // GDQC-8746
RXNQT-4384	
PALMITOYL-COA-HYDROLASE-RXN	GDQC-14039 // GDQC-13129
1.2.1.42-RXN	GDQC-14607 // GDQC-12744 // GDQC-11788 // GDQC-10291 // GDQC-8112
RXN-1061	GDQC-14741 // GDQC-13275 // GDQC-11426 // GDQC-10249 // GDQC-8626 // GDQC-7996 // GDQC-7670
RXNQT-4382	
RXN-13811	GDQC-8689
RXN-15532	GDQC-14942 // GDQC-12925 // GDQC-8315 // GDQC-7858
RXN-8138	GDQC-10473
RXN-7842	GDQC-14325
RXN-7834	
RXN-7997	GDQC-10473
RXN-7828	
RXN-7830	
RXN-12295	GDQC-11193
RXN-12673	GDQC-14880 // GDQC-12017 // GDQC-11138 // GDQC-10640 // GDQC-10608 // GDQC-8634
RXN-11524	GDQC-11761 // GDQC-11539 // GDQC-11365 // GDQC-8936
RXN-8154	
BENZOYLFORMATE-DECARBOXYLASE-RXN	
RXN-11526	
RXN-17252	GDQC-14890 // GDQC-14755 // GDQC-14552 // GDQC-14360 // GDQC-7957
RXN-7740	GDQC-14890 // GDQC-14755 // GDQC-14552 // GDQC-14360 // GDQC-7957
RXN-13938	GDQC-9658
3.1.1.82-RXN	GDQC-9658
RXN-8357	GDQC-11049 // GDQC-10206 // GDQC-9832 // GDQC-9275 // GDQC-8690 // GDQC-8196
RXN-12686	GDQC-11049 // GDQC-10206 // GDQC-9832 // GDQC-9275 // GDQC-8690 // GDQC-8196
TR-14	
2.7.7.15-RXN	GDQC-14234 // GDQC-12243 // GDQC-10498 // GDQC-9876 // GDQC-9334
RXN-5647	GDQC-10597
PEPDEPHOS-RXN	GDQC-14748 // GDQC-13585 // GDQC-13527 // GDQC-12678 // GDQC-12516 // GDQC-10232 // GDQC-9893 // GDQC-9669 // GDQC-9636 // GDQC-9595 // GDQC-8061 // GDQC-7953 // GDQC-7631
DAHPSYN-RXN	GDQC-14770 // GDQC-14352 // GDQC-13968 // GDQC-13397 // GDQC-13057 // GDQC-13021 // GDQC-11728 // GDQC-10650 // GDQC-10582 // GDQC-9782 // GDQC-8832 // GDQC-8602
PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN	GDQC-13530 // GDQC-10638 // GDQC-10180
PEPCARBOX-RXN	G-41 // GDQC-14269 // GDQC-13992 // GDQC-11167 // GDQC-10258 // GDQC-9830 // GDQC-9159 // GDQC-8952 // GDQC-7639
4.4.1.19-RXN	GDQC-10783
RXNDQC-3	GDQC-108139
RXN-17900	GDQC-13813 // GDQC-13267 // GDQC-10019 // GDQC-9770 // GDQC-9031
GLUTAMIDOTRANS-RXN	GDQC-9031 // GDQC-9770 // GDQC-10019 // GDQC-13267 // GDQC-13813
RXN-11679	GDQC-11655
1.14.11.18-RXN	GDQC-14949 // GDQC-14500 // GDQC-14001 // GDQC-12446 // GDQC-10869 // GDQC-10112 // GDQC-8356
RXN-10972	GDQC-13269 // GDQC-12505 // GDQC-11518 // GDQC-9413
RXN-10971	GDQC-11518
2.7.1.152-RXN	GDQC-13269 // GDQC-12505 // GDQC-11518 // GDQC-9413
RXN-7920	GDQC-10952 // GDQC-9448 // GDQC-9398
RXN-7241	
RXN0-1001	GDQC-13579 // GDQC-8772 // GDQC-7690
RXN66-479	
RXN-7683	GDQC-12171
RXN66-478	
RXN3O-458	
RXN-7660	GDQC-14287 // GDQC-10690
RXN-7763	
7KAPSYN-RXN	GDQC-14859 // GDQC-14014
RXN-7647	
3.1.1.78-RXN	GDQC-11830 // GDQC-10686 // GDQC-9529 // GDQC-9523
Polynucleotide-Reactions	
Polysaccharide-Reactions	
PPGPPSYN-RXN	GDQC-13939
TRIPHOSPHATASE-RXN	GDQC-13540
DIMETHUROPORDEHYDROG-RXN	
PREPHENATEDEHYDRAT-RXN	GDQC-12876 // GDQC-11608 // GDQC-10025
RXNARA-8002	GDQC-13965 // GDQC-12333 // GDQC-11023 // GDQC-10296 // GDQC-9150 // GDQC-8923 // GDQC-8683
RXN66-281	GDQC-13141 // GDQC-8277
RXN-14396	
UROGENIIISYN-RXN	GDQC-8623
RXN66-484	
RXN-8042	GDQC-12454 // GDQC-8933 // GDQC-8590
RXN-13198	
RXN-6381	
PROPIONATE--COA-LIGASE-RXN	
PROPCOASYN-RXN	
RXN-8568	GDQC-14823 // GDQC-14582 // GDQC-13119 // GDQC-12440
1.1.1.141-RXN	GDQC-9528 // GDQC-9155
PROSTAGLANDIN-E-SYNTHASE-RXN	GDQC-13454
THROMBOXANE-A-SYNTHASE-RXN	GDQC-13881 // GDQC-11654 // GDQC-8470
Protein-DNA-Binding-Reactions	
Protein-Ligand-Binding-Reactions	
Protein-Modification-Reactions	
Protein-Reactions	
RXN1F-72	GDQC-14834
RXN-14978	GDQC-9736
1.14.13.55-RXN	
PROTOHEMEFERROCHELAT-RXN	GDQC-14458 // GDQC-12102 // GDQC-10390 // GDQC-8388
